Time,C,Accuracy,F1 Score,Train Size,Features
2026-03-05 18:32:01,1.0,0.9179965627301743,0.9433754344324828,38013,1864
2026-03-05 18:36:05,0.01,0.9200220967345937,0.9448512295255428,38013,1864
2026-03-05 18:39:17,0.1,0.9186717407316475,0.9438440347531256,38013,1864
2026-03-05 18:43:05,10.0,0.9181193223668058,0.9434554086130892,38013,1864
