Time,C,Train accuracy,Test accuracy,F1 Score,Train Size,Features
2026-03-07 14:09:55,0.001,0.9159234998553126,0.9071323348882887,0.9363777805811362,38013,524
2026-03-07 14:09:58,0.01,0.9175545208218241,0.908237171617972,0.9371293998906598,38013,524
2026-03-07 14:10:02,0.1,0.9176334411911714,0.9089737294377609,0.9376235541535226,38013,524
2026-03-07 14:10:05,1.0,0.9177386683503013,0.9090351092560766,0.9376577486118122,38013,524
2026-03-07 14:10:08,10.0,0.9177123615605187,0.9090964890743923,0.9377024355361124,38013,524
2026-03-07 14:10:12,100.0,0.9177123615605187,0.9088509698011293,0.9375394321766561,38013,524
