Time,Task,n_estimators,max_depth,criterion,Accuracy,F1 Score,Train Size,Features
2026-03-14 21:13:13,disease_Peach,50,10,gini,0.8644918444165621,0.8123157740229818,1860,524
2026-03-14 21:13:14,disease_Peach,50,20,gini,0.8619824341279799,0.8069076290967647,1860,524
2026-03-14 21:13:14,disease_Peach,50,30,gini,0.8607277289836889,0.804152658924336,1860,524
2026-03-14 21:13:15,disease_Peach,50,full,gini,0.8607277289836889,0.804152658924336,1860,524
2026-03-14 21:13:16,disease_Peach,100,10,gini,0.8582183186951067,0.7985366884145979,1860,524
2026-03-14 21:13:16,disease_Peach,100,20,gini,0.8544542032622334,0.7898341076640296,1860,524
2026-03-14 21:13:17,disease_Peach,100,30,gini,0.8544542032622334,0.7898341076640296,1860,524
2026-03-14 21:13:18,disease_Peach,100,full,gini,0.8544542032622334,0.7898341076640296,1860,524
2026-03-14 21:13:19,disease_Peach,200,10,gini,0.8594730238393977,0.8013626367696064,1860,524
2026-03-14 21:13:21,disease_Peach,200,20,gini,0.8544542032622334,0.7898341076640296,1860,524
2026-03-14 21:13:22,disease_Peach,200,30,gini,0.8544542032622334,0.7898341076640296,1860,524
2026-03-14 21:13:23,disease_Peach,200,full,gini,0.8544542032622334,0.7898341076640296,1860,524
2026-03-14 21:13:25,disease_Peach,300,10,gini,0.8607277289836889,0.804152658924336,1860,524
2026-03-14 21:13:27,disease_Peach,300,20,gini,0.8582183186951067,0.7985366884145979,1860,524
2026-03-14 21:13:29,disease_Peach,300,30,gini,0.8582183186951067,0.7985366884145979,1860,524
2026-03-14 21:13:31,disease_Peach,300,full,gini,0.8582183186951067,0.7985366884145979,1860,524
2026-03-14 21:13:32,disease_Pepper_bell,50,10,gini,0.8223418573351279,0.8194442623471623,1732,524
2026-03-14 21:13:32,disease_Pepper_bell,50,20,gini,0.8209959623149394,0.8170736887413429,1732,524
2026-03-14 21:13:33,disease_Pepper_bell,50,30,gini,0.8209959623149394,0.8170736887413429,1732,524
2026-03-14 21:13:33,disease_Pepper_bell,50,full,gini,0.8209959623149394,0.8170736887413429,1732,524
2026-03-14 21:13:34,disease_Pepper_bell,100,10,gini,0.8384925975773889,0.8352097978620041,1732,524
2026-03-14 21:13:35,disease_Pepper_bell,100,20,gini,0.8263795423956931,0.8223874410839999,1732,524
2026-03-14 21:13:35,disease_Pepper_bell,100,30,gini,0.8263795423956931,0.8223874410839999,1732,524
2026-03-14 21:13:36,disease_Pepper_bell,100,full,gini,0.8263795423956931,0.8223874410839999,1732,524
2026-03-14 21:13:37,disease_Pepper_bell,200,10,gini,0.8519515477792732,0.848942314706837,1732,524
2026-03-14 21:13:39,disease_Pepper_bell,200,20,gini,0.8331090174966352,0.8289946801939037,1732,524
2026-03-14 21:13:40,disease_Pepper_bell,200,30,gini,0.8331090174966352,0.8289946801939037,1732,524
2026-03-14 21:13:41,disease_Pepper_bell,200,full,gini,0.8331090174966352,0.8289946801939037,1732,524
2026-03-14 21:13:43,disease_Pepper_bell,300,10,gini,0.8519515477792732,0.8493924827356492,1732,524
2026-03-14 21:13:46,disease_Pepper_bell,300,20,gini,0.8506056527590848,0.8473321763179629,1732,524
2026-03-14 21:13:48,disease_Pepper_bell,300,30,gini,0.8506056527590848,0.8473321763179629,1732,524
2026-03-14 21:13:50,disease_Pepper_bell,300,full,gini,0.8506056527590848,0.8473321763179629,1732,524
2026-03-14 21:13:51,disease_Potato,50,10,gini,0.8188854489164087,0.7918095098264047,1506,524
2026-03-14 21:13:51,disease_Potato,50,20,gini,0.7987616099071208,0.7690854241365829,1506,524
2026-03-14 21:13:51,disease_Potato,50,30,gini,0.804953560371517,0.7750149874816791,1506,524
2026-03-14 21:13:52,disease_Potato,50,full,gini,0.804953560371517,0.7750149874816791,1506,524
2026-03-14 21:13:53,disease_Potato,100,10,gini,0.8452012383900929,0.8119247941787189,1506,524
2026-03-14 21:13:54,disease_Potato,100,20,gini,0.8328173374613003,0.795682350399214,1506,524
2026-03-14 21:13:54,disease_Potato,100,30,gini,0.8343653250773994,0.7972593789909808,1506,524
2026-03-14 21:13:55,disease_Potato,100,full,gini,0.8343653250773994,0.7972593789909808,1506,524
2026-03-14 21:13:56,disease_Potato,200,10,gini,0.8668730650154799,0.8324248991927077,1506,524
2026-03-14 21:13:58,disease_Potato,200,20,gini,0.8591331269349846,0.8229669744795327,1506,524
2026-03-14 21:13:59,disease_Potato,200,30,gini,0.8591331269349846,0.8229669744795327,1506,524
2026-03-14 21:14:01,disease_Potato,200,full,gini,0.8591331269349846,0.8229669744795327,1506,524
2026-03-14 21:14:03,disease_Potato,300,10,gini,0.8746130030959752,0.839969050226881,1506,524
2026-03-14 21:14:05,disease_Potato,300,20,gini,0.8668730650154799,0.8287687243451898,1506,524
2026-03-14 21:14:07,disease_Potato,300,30,gini,0.868421052631579,0.8302066283327486,1506,524
2026-03-14 21:14:09,disease_Potato,300,full,gini,0.868421052631579,0.8302066283327486,1506,524
2026-03-14 21:14:10,disease_Raspberry,50,10,gini,1.0,1.0,260,524
2026-03-14 21:14:10,disease_Raspberry,50,20,gini,1.0,1.0,260,524
2026-03-14 21:14:10,disease_Raspberry,50,30,gini,1.0,1.0,260,524
2026-03-14 21:14:11,disease_Raspberry,50,full,gini,1.0,1.0,260,524
2026-03-14 21:14:11,disease_Raspberry,100,10,gini,1.0,1.0,260,524
2026-03-14 21:14:12,disease_Raspberry,100,20,gini,1.0,1.0,260,524
2026-03-14 21:14:12,disease_Raspberry,100,30,gini,1.0,1.0,260,524
2026-03-14 21:14:13,disease_Raspberry,100,full,gini,1.0,1.0,260,524
2026-03-14 21:14:13,disease_Raspberry,200,10,gini,1.0,1.0,260,524
2026-03-14 21:14:14,disease_Raspberry,200,20,gini,1.0,1.0,260,524
2026-03-14 21:14:15,disease_Raspberry,200,30,gini,1.0,1.0,260,524
2026-03-14 21:14:17,disease_Raspberry,200,full,gini,1.0,1.0,260,524
2026-03-14 21:14:18,disease_Raspberry,300,10,gini,1.0,1.0,260,524
2026-03-14 21:14:19,disease_Raspberry,300,20,gini,1.0,1.0,260,524
2026-03-14 21:14:20,disease_Raspberry,300,30,gini,1.0,1.0,260,524
2026-03-14 21:14:22,disease_Raspberry,300,full,gini,1.0,1.0,260,524
2026-03-14 21:14:22,disease_Soybean,50,10,gini,1.0,1.0,3563,524
2026-03-14 21:14:22,disease_Soybean,50,20,gini,1.0,1.0,3563,524
2026-03-14 21:14:23,disease_Soybean,50,30,gini,1.0,1.0,3563,524
2026-03-14 21:14:23,disease_Soybean,50,full,gini,1.0,1.0,3563,524
2026-03-14 21:14:24,disease_Soybean,100,10,gini,1.0,1.0,3563,524
2026-03-14 21:14:24,disease_Soybean,100,20,gini,1.0,1.0,3563,524
2026-03-14 21:14:25,disease_Soybean,100,30,gini,1.0,1.0,3563,524
2026-03-14 21:14:25,disease_Soybean,100,full,gini,1.0,1.0,3563,524
2026-03-14 21:14:27,disease_Soybean,200,10,gini,1.0,1.0,3563,524
2026-03-14 21:14:28,disease_Soybean,200,20,gini,1.0,1.0,3563,524
2026-03-14 21:14:29,disease_Soybean,200,30,gini,1.0,1.0,3563,524
2026-03-14 21:14:30,disease_Soybean,200,full,gini,1.0,1.0,3563,524
2026-03-14 21:14:32,disease_Soybean,300,10,gini,1.0,1.0,3563,524
2026-03-14 21:14:34,disease_Soybean,300,20,gini,1.0,1.0,3563,524
2026-03-14 21:14:35,disease_Soybean,300,30,gini,1.0,1.0,3563,524
2026-03-14 21:14:37,disease_Soybean,300,full,gini,1.0,1.0,3563,524
2026-03-14 21:14:37,disease_Squash,50,10,gini,1.0,1.0,1285,524
2026-03-14 21:14:38,disease_Squash,50,20,gini,1.0,1.0,1285,524
2026-03-14 21:14:38,disease_Squash,50,30,gini,1.0,1.0,1285,524
2026-03-14 21:14:39,disease_Squash,50,full,gini,1.0,1.0,1285,524
2026-03-14 21:14:39,disease_Squash,100,10,gini,1.0,1.0,1285,524
2026-03-14 21:14:40,disease_Squash,100,20,gini,1.0,1.0,1285,524
2026-03-14 21:14:40,disease_Squash,100,30,gini,1.0,1.0,1285,524
2026-03-14 21:14:41,disease_Squash,100,full,gini,1.0,1.0,1285,524
2026-03-14 21:14:42,disease_Squash,200,10,gini,1.0,1.0,1285,524
2026-03-14 21:14:43,disease_Squash,200,20,gini,1.0,1.0,1285,524
2026-03-14 21:14:44,disease_Squash,200,30,gini,1.0,1.0,1285,524
2026-03-14 21:14:45,disease_Squash,200,full,gini,1.0,1.0,1285,524
2026-03-14 21:14:47,disease_Squash,300,10,gini,1.0,1.0,1285,524
2026-03-14 21:14:48,disease_Squash,300,20,gini,1.0,1.0,1285,524
2026-03-14 21:14:50,disease_Squash,300,30,gini,1.0,1.0,1285,524
2026-03-14 21:14:51,disease_Squash,300,full,gini,1.0,1.0,1285,524
2026-03-14 21:14:51,disease_Strawberry,50,10,gini,0.906183368869936,0.8993894500823121,1096,524
2026-03-14 21:14:52,disease_Strawberry,50,20,gini,0.8976545842217484,0.8906811411876115,1096,524
2026-03-14 21:14:52,disease_Strawberry,50,30,gini,0.8976545842217484,0.8906811411876115,1096,524
2026-03-14 21:14:53,disease_Strawberry,50,full,gini,0.8976545842217484,0.8906811411876115,1096,524
2026-03-14 21:14:53,disease_Strawberry,100,10,gini,0.906183368869936,0.8993894500823121,1096,524
2026-03-14 21:14:54,disease_Strawberry,100,20,gini,0.8997867803837953,0.8923109423395753,1096,524
2026-03-14 21:14:55,disease_Strawberry,100,30,gini,0.8997867803837953,0.8923109423395753,1096,524
2026-03-14 21:14:56,disease_Strawberry,100,full,gini,0.8997867803837953,0.8923109423395753,1096,524
2026-03-14 21:14:57,disease_Strawberry,200,10,gini,0.9147121535181236,0.9092566872931106,1096,524
2026-03-14 21:14:58,disease_Strawberry,200,20,gini,0.8997867803837953,0.8923109423395753,1096,524
2026-03-14 21:14:59,disease_Strawberry,200,30,gini,0.8997867803837953,0.8923109423395753,1096,524
2026-03-14 21:15:01,disease_Strawberry,200,full,gini,0.8997867803837953,0.8923109423395753,1096,524
2026-03-14 21:15:02,disease_Strawberry,300,10,gini,0.9147121535181236,0.9096033056869542,1096,524
2026-03-14 21:15:04,disease_Strawberry,300,20,gini,0.9040511727078892,0.8973095400295499,1096,524
2026-03-14 21:15:06,disease_Strawberry,300,30,gini,0.9040511727078892,0.8973095400295499,1096,524
2026-03-14 21:15:08,disease_Strawberry,300,full,gini,0.9040511727078892,0.8973095400295499,1096,524
2026-03-14 21:15:09,disease_Tomato,50,10,gini,0.6343612334801763,0.6265682001548519,12712,524
2026-03-14 21:15:11,disease_Tomato,50,20,gini,0.6334434654919237,0.6124823394347482,12712,524
2026-03-14 21:15:12,disease_Tomato,50,30,gini,0.6367474302496329,0.6169025174568886,12712,524
2026-03-14 21:15:14,disease_Tomato,50,full,gini,0.6367474302496329,0.6169025174568886,12712,524
2026-03-14 21:15:16,disease_Tomato,100,10,gini,0.6657488986784141,0.6560023015262938,12712,524
2026-03-14 21:15:18,disease_Tomato,100,20,gini,0.665381791483113,0.6416655124223428,12712,524
2026-03-14 21:15:21,disease_Tomato,100,30,gini,0.6705212922173275,0.6475591388817264,12712,524
2026-03-14 21:15:23,disease_Tomato,100,full,gini,0.6705212922173275,0.6475591388817264,12712,524
2026-03-14 21:15:27,disease_Tomato,200,10,gini,0.6672173274596183,0.656880734937452,12712,524
2026-03-14 21:15:33,disease_Tomato,200,20,gini,0.6817180616740088,0.6581358776014227,12712,524
2026-03-14 21:15:37,disease_Tomato,200,30,gini,0.6817180616740088,0.6586269751825012,12712,524
2026-03-14 21:15:42,disease_Tomato,200,full,gini,0.6817180616740088,0.6586269751825012,12712,524
2026-03-14 21:15:48,disease_Tomato,300,10,gini,0.6718061674008811,0.6594510787456312,12712,524
2026-03-14 21:15:55,disease_Tomato,300,20,gini,0.6879588839941263,0.6631161380881764,12712,524
2026-03-14 21:16:02,disease_Tomato,300,30,gini,0.6903450807635829,0.66671852649879,12712,524
2026-03-14 21:16:09,disease_Tomato,300,full,gini,0.6903450807635829,0.66671852649879,12712,524
2026-03-14 21:37:00,plant,50,10,gini,0.7864596120795483,0.7873500072390318,38013,1864
2026-03-14 21:37:08,plant,50,20,gini,0.9014853916032408,0.8996695558684946,38013,1864
2026-03-14 21:37:16,plant,50,30,gini,0.9035109256076602,0.9018247785469734,38013,1864
2026-03-14 21:37:24,plant,50,full,gini,0.9005033145101891,0.8987183686887239,38013,1864
2026-03-14 21:37:35,plant,100,10,gini,0.7961576233734348,0.7978937794940553,38013,1864
2026-03-14 21:37:50,plant,100,20,gini,0.9067026761600786,0.9047984789828337,38013,1864
2026-03-14 21:38:05,plant,100,30,gini,0.9091578688927081,0.9074108851226125,38013,1864
2026-03-14 21:38:22,plant,100,full,gini,0.9076233734348146,0.9057515543784729,38013,1864
2026-03-14 21:38:43,plant,200,10,gini,0.8078811686717408,0.809631108870971,38013,1864
2026-03-14 21:39:12,plant,200,20,gini,0.9132703167198625,0.9115350434273721,38013,1864
2026-03-14 21:39:42,plant,200,30,gini,0.9139454947213356,0.9122546143001985,38013,1864
2026-03-14 21:40:11,plant,200,full,gini,0.9136999754480727,0.9119691739078912,38013,1864
2026-03-14 21:40:43,plant,300,10,gini,0.8097225632212128,0.8111725593123597,38013,1864
2026-03-14 21:41:27,plant,300,20,gini,0.9156027498158605,0.9138555397916936,38013,1864
2026-03-14 21:42:10,plant,300,30,gini,0.9149275718143874,0.9131498514706272,38013,1864
2026-03-14 21:42:54,plant,300,full,gini,0.9150503314510189,0.9132722652135962,38013,1864
2026-03-14 21:42:56,disease_Apple,50,10,gini,0.953732912723449,0.9532190455368693,2220,1864
2026-03-14 21:42:56,disease_Apple,50,20,gini,0.9474237644584648,0.9469829120721028,2220,1864
2026-03-14 21:42:57,disease_Apple,50,30,gini,0.9474237644584648,0.9469829120721028,2220,1864
2026-03-14 21:42:58,disease_Apple,50,full,gini,0.9474237644584648,0.9469829120721028,2220,1864
2026-03-14 21:42:58,disease_Apple,100,10,gini,0.9600420609884333,0.9598564654893864,2220,1864
2026-03-14 21:43:00,disease_Apple,100,20,gini,0.9558359621451105,0.9553445079234207,2220,1864
2026-03-14 21:43:01,disease_Apple,100,30,gini,0.9558359621451105,0.9553445079234207,2220,1864
2026-03-14 21:43:02,disease_Apple,100,full,gini,0.9558359621451105,0.9553445079234207,2220,1864
2026-03-14 21:43:03,disease_Apple,200,10,gini,0.9631966351209253,0.9629733270005125,2220,1864
2026-03-14 21:43:05,disease_Apple,200,20,gini,0.9652996845425867,0.9650903835252205,2220,1864
2026-03-14 21:43:07,disease_Apple,200,30,gini,0.9652996845425867,0.9650903835252205,2220,1864
2026-03-14 21:43:08,disease_Apple,200,full,gini,0.9652996845425867,0.9650903835252205,2220,1864
2026-03-14 21:43:11,disease_Apple,300,10,gini,0.9631966351209253,0.9629008091622594,2220,1864
2026-03-14 21:43:13,disease_Apple,300,20,gini,0.9631966351209253,0.9628344645961272,2220,1864
2026-03-14 21:43:16,disease_Apple,300,30,gini,0.9631966351209253,0.9628344645961272,2220,1864
2026-03-14 21:43:18,disease_Apple,300,full,gini,0.9631966351209253,0.9628344645961272,2220,1864
2026-03-14 21:43:19,disease_Blueberry,50,10,gini,1.0,1.0,1051,1864
2026-03-14 21:43:19,disease_Blueberry,50,20,gini,1.0,1.0,1051,1864
2026-03-14 21:43:19,disease_Blueberry,50,30,gini,1.0,1.0,1051,1864
2026-03-14 21:43:20,disease_Blueberry,50,full,gini,1.0,1.0,1051,1864
2026-03-14 21:43:20,disease_Blueberry,100,10,gini,1.0,1.0,1051,1864
2026-03-14 21:43:21,disease_Blueberry,100,20,gini,1.0,1.0,1051,1864
2026-03-14 21:43:22,disease_Blueberry,100,30,gini,1.0,1.0,1051,1864
2026-03-14 21:43:22,disease_Blueberry,100,full,gini,1.0,1.0,1051,1864
2026-03-14 21:43:23,disease_Blueberry,200,10,gini,1.0,1.0,1051,1864
2026-03-14 21:43:24,disease_Blueberry,200,20,gini,1.0,1.0,1051,1864
2026-03-14 21:43:25,disease_Blueberry,200,30,gini,1.0,1.0,1051,1864
2026-03-14 21:43:26,disease_Blueberry,200,full,gini,1.0,1.0,1051,1864
2026-03-14 21:43:28,disease_Blueberry,300,10,gini,1.0,1.0,1051,1864
2026-03-14 21:43:30,disease_Blueberry,300,20,gini,1.0,1.0,1051,1864
2026-03-14 21:43:31,disease_Blueberry,300,30,gini,1.0,1.0,1051,1864
2026-03-14 21:43:33,disease_Blueberry,300,full,gini,1.0,1.0,1051,1864
2026-03-14 21:43:33,disease_Cherry_including_sour,50,10,gini,1.0,1.0,1334,1864
2026-03-14 21:43:34,disease_Cherry_including_sour,50,20,gini,1.0,1.0,1334,1864
2026-03-14 21:43:34,disease_Cherry_including_sour,50,30,gini,1.0,1.0,1334,1864
2026-03-14 21:43:35,disease_Cherry_including_sour,50,full,gini,1.0,1.0,1334,1864
2026-03-14 21:43:35,disease_Cherry_including_sour,100,10,gini,1.0,1.0,1334,1864
2026-03-14 21:43:36,disease_Cherry_including_sour,100,20,gini,1.0,1.0,1334,1864
2026-03-14 21:43:37,disease_Cherry_including_sour,100,30,gini,1.0,1.0,1334,1864
2026-03-14 21:43:38,disease_Cherry_including_sour,100,full,gini,1.0,1.0,1334,1864
2026-03-14 21:43:39,disease_Cherry_including_sour,200,10,gini,1.0,1.0,1334,1864
2026-03-14 21:43:41,disease_Cherry_including_sour,200,20,gini,1.0,1.0,1334,1864
2026-03-14 21:43:42,disease_Cherry_including_sour,200,30,gini,1.0,1.0,1334,1864
2026-03-14 21:43:43,disease_Cherry_including_sour,200,full,gini,1.0,1.0,1334,1864
2026-03-14 21:43:45,disease_Cherry_including_sour,300,10,gini,1.0,1.0,1334,1864
2026-03-14 21:43:47,disease_Cherry_including_sour,300,20,gini,1.0,1.0,1334,1864
2026-03-14 21:43:49,disease_Cherry_including_sour,300,30,gini,1.0,1.0,1334,1864
2026-03-14 21:43:51,disease_Cherry_including_sour,300,full,gini,1.0,1.0,1334,1864
2026-03-14 21:43:52,disease_Corn_maize,50,10,gini,0.9463667820069204,0.944709233168139,2696,1864
2026-03-14 21:43:53,disease_Corn_maize,50,20,gini,0.9351211072664359,0.9322751468584394,2696,1864
2026-03-14 21:43:53,disease_Corn_maize,50,30,gini,0.9351211072664359,0.9322751468584394,2696,1864
2026-03-14 21:43:54,disease_Corn_maize,50,full,gini,0.9351211072664359,0.9322751468584394,2696,1864
2026-03-14 21:43:55,disease_Corn_maize,100,10,gini,0.9524221453287197,0.9513068320595938,2696,1864
2026-03-14 21:43:56,disease_Corn_maize,100,20,gini,0.9455017301038062,0.9431834701667253,2696,1864
2026-03-14 21:43:57,disease_Corn_maize,100,30,gini,0.9455017301038062,0.9431834701667253,2696,1864
2026-03-14 21:43:58,disease_Corn_maize,100,full,gini,0.9455017301038062,0.9431834701667253,2696,1864
2026-03-14 21:44:00,disease_Corn_maize,200,10,gini,0.9541522491349481,0.9528351676501218,2696,1864
2026-03-14 21:44:01,disease_Corn_maize,200,20,gini,0.9446366782006921,0.9423436849467273,2696,1864
2026-03-14 21:44:03,disease_Corn_maize,200,30,gini,0.9446366782006921,0.9423436849467273,2696,1864
2026-03-14 21:44:05,disease_Corn_maize,200,full,gini,0.9446366782006921,0.9423436849467273,2696,1864
2026-03-14 21:44:07,disease_Corn_maize,300,10,gini,0.9506920415224913,0.9489745419120549,2696,1864
2026-03-14 21:44:09,disease_Corn_maize,300,20,gini,0.9480968858131488,0.9458939330428653,2696,1864
2026-03-14 21:44:12,disease_Corn_maize,300,30,gini,0.9480968858131488,0.9458939330428653,2696,1864
2026-03-14 21:44:14,disease_Corn_maize,300,full,gini,0.9480968858131488,0.9458939330428653,2696,1864
2026-03-14 21:44:15,disease_Grape,50,10,gini,0.9343724364232978,0.9342518537866673,2843,1864
2026-03-14 21:44:16,disease_Grape,50,20,gini,0.9360131255127153,0.9361019357852363,2843,1864
2026-03-14 21:44:17,disease_Grape,50,30,gini,0.933552091878589,0.9335898875466958,2843,1864
2026-03-14 21:44:17,disease_Grape,50,full,gini,0.933552091878589,0.9335898875466958,2843,1864
2026-03-14 21:44:19,disease_Grape,100,10,gini,0.9360131255127153,0.9359728132967811,2843,1864
2026-03-14 21:44:20,disease_Grape,100,20,gini,0.9417555373256767,0.9416446942542918,2843,1864
2026-03-14 21:44:21,disease_Grape,100,30,gini,0.9417555373256767,0.9416815173963644,2843,1864
2026-03-14 21:44:22,disease_Grape,100,full,gini,0.9417555373256767,0.9416815173963644,2843,1864
2026-03-14 21:44:24,disease_Grape,200,10,gini,0.9376538146021329,0.9374939499868093,2843,1864
2026-03-14 21:44:26,disease_Grape,200,20,gini,0.9474979491386383,0.947397911263981,2843,1864
2026-03-14 21:44:28,disease_Grape,200,30,gini,0.9474979491386383,0.947397911263981,2843,1864
2026-03-14 21:44:29,disease_Grape,200,full,gini,0.9474979491386383,0.947397911263981,2843,1864
2026-03-14 21:44:32,disease_Grape,300,10,gini,0.9392945036915504,0.9392431510314267,2843,1864
2026-03-14 21:44:35,disease_Grape,300,20,gini,0.9433962264150944,0.9433217255279502,2843,1864
2026-03-14 21:44:37,disease_Grape,300,30,gini,0.9442165709598032,0.9441625545358031,2843,1864
2026-03-14 21:44:40,disease_Grape,300,full,gini,0.9442165709598032,0.9441625545358031,2843,1864
2026-03-14 21:44:41,disease_Orange,50,10,gini,1.0,1.0,3855,1864
2026-03-14 21:44:41,disease_Orange,50,20,gini,1.0,1.0,3855,1864
2026-03-14 21:44:42,disease_Orange,50,30,gini,1.0,1.0,3855,1864
2026-03-14 21:44:42,disease_Orange,50,full,gini,1.0,1.0,3855,1864
2026-03-14 21:44:43,disease_Orange,100,10,gini,1.0,1.0,3855,1864
2026-03-14 21:44:43,disease_Orange,100,20,gini,1.0,1.0,3855,1864
2026-03-14 21:44:44,disease_Orange,100,30,gini,1.0,1.0,3855,1864
2026-03-14 21:44:44,disease_Orange,100,full,gini,1.0,1.0,3855,1864
2026-03-14 21:44:46,disease_Orange,200,10,gini,1.0,1.0,3855,1864
2026-03-14 21:44:47,disease_Orange,200,20,gini,1.0,1.0,3855,1864
2026-03-14 21:44:48,disease_Orange,200,30,gini,1.0,1.0,3855,1864
2026-03-14 21:44:49,disease_Orange,200,full,gini,1.0,1.0,3855,1864
2026-03-14 21:44:51,disease_Orange,300,10,gini,1.0,1.0,3855,1864
2026-03-14 21:44:52,disease_Orange,300,20,gini,1.0,1.0,3855,1864
2026-03-14 21:44:54,disease_Orange,300,30,gini,1.0,1.0,3855,1864
2026-03-14 21:44:56,disease_Orange,300,full,gini,1.0,1.0,3855,1864
2026-03-14 21:44:56,disease_Peach,50,10,gini,0.9887076537013801,0.9886474018355239,1860,1864
2026-03-14 21:44:57,disease_Peach,50,20,gini,0.9887076537013801,0.9886474018355239,1860,1864
2026-03-14 21:44:57,disease_Peach,50,30,gini,0.9887076537013801,0.9886474018355239,1860,1864
2026-03-14 21:44:58,disease_Peach,50,full,gini,0.9887076537013801,0.9886474018355239,1860,1864
2026-03-14 21:44:59,disease_Peach,100,10,gini,0.9887076537013801,0.9886474018355239,1860,1864
2026-03-14 21:45:00,disease_Peach,100,20,gini,0.9887076537013801,0.9886474018355239,1860,1864
2026-03-14 21:45:00,disease_Peach,100,30,gini,0.9887076537013801,0.9886474018355239,1860,1864
2026-03-14 21:45:01,disease_Peach,100,full,gini,0.9887076537013801,0.9886474018355239,1860,1864
2026-03-14 21:45:03,disease_Peach,200,10,gini,0.9874529485570891,0.9873632087719704,1860,1864
2026-03-14 21:45:04,disease_Peach,200,20,gini,0.9874529485570891,0.9873632087719704,1860,1864
2026-03-14 21:45:06,disease_Peach,200,30,gini,0.9874529485570891,0.9873632087719704,1860,1864
2026-03-14 21:45:07,disease_Peach,200,full,gini,0.9874529485570891,0.9873632087719704,1860,1864
2026-03-14 21:45:09,disease_Peach,300,10,gini,0.9874529485570891,0.9873632087719704,1860,1864
2026-03-14 21:45:11,disease_Peach,300,20,gini,0.9874529485570891,0.9873632087719704,1860,1864
2026-03-14 21:45:13,disease_Peach,300,30,gini,0.9874529485570891,0.9873632087719704,1860,1864
2026-03-14 21:45:15,disease_Peach,300,full,gini,0.9874529485570891,0.9873632087719704,1860,1864
2026-03-14 21:45:16,disease_Pepper_bell,50,10,gini,0.9744279946164199,0.9743017167339022,1732,1864
2026-03-14 21:45:16,disease_Pepper_bell,50,20,gini,0.9744279946164199,0.9743017167339022,1732,1864
2026-03-14 21:45:17,disease_Pepper_bell,50,30,gini,0.9744279946164199,0.9743017167339022,1732,1864
2026-03-14 21:45:17,disease_Pepper_bell,50,full,gini,0.9744279946164199,0.9743017167339022,1732,1864
2026-03-14 21:45:18,disease_Pepper_bell,100,10,gini,0.9744279946164199,0.974319967779137,1732,1864
2026-03-14 21:45:19,disease_Pepper_bell,100,20,gini,0.9730820995962315,0.9729194845530575,1732,1864
2026-03-14 21:45:20,disease_Pepper_bell,100,30,gini,0.9730820995962315,0.9729194845530575,1732,1864
2026-03-14 21:45:21,disease_Pepper_bell,100,full,gini,0.9730820995962315,0.9729194845530575,1732,1864
2026-03-14 21:45:22,disease_Pepper_bell,200,10,gini,0.9730820995962315,0.9729588393294286,1732,1864
2026-03-14 21:45:24,disease_Pepper_bell,200,20,gini,0.9703903095558546,0.9701890146100637,1732,1864
2026-03-14 21:45:25,disease_Pepper_bell,200,30,gini,0.9703903095558546,0.9701890146100637,1732,1864
2026-03-14 21:45:27,disease_Pepper_bell,200,full,gini,0.9703903095558546,0.9701890146100637,1732,1864
2026-03-14 21:45:29,disease_Pepper_bell,300,10,gini,0.9757738896366084,0.9756454558024593,1732,1864
2026-03-14 21:45:31,disease_Pepper_bell,300,20,gini,0.9744279946164199,0.9742830235429366,1732,1864
2026-03-14 21:45:33,disease_Pepper_bell,300,30,gini,0.9744279946164199,0.9742830235429366,1732,1864
2026-03-14 21:45:35,disease_Pepper_bell,300,full,gini,0.9744279946164199,0.9742830235429366,1732,1864
2026-03-14 21:45:36,disease_Potato,50,10,gini,0.958204334365325,0.9581105698386129,1506,1864
2026-03-14 21:45:37,disease_Potato,50,20,gini,0.958204334365325,0.9581712201102013,1506,1864
2026-03-14 21:45:37,disease_Potato,50,30,gini,0.958204334365325,0.9581712201102013,1506,1864
2026-03-14 21:45:38,disease_Potato,50,full,gini,0.958204334365325,0.9581712201102013,1506,1864
2026-03-14 21:45:39,disease_Potato,100,10,gini,0.9628482972136223,0.9627462626362083,1506,1864
2026-03-14 21:45:39,disease_Potato,100,20,gini,0.958204334365325,0.9581712201102013,1506,1864
2026-03-14 21:45:40,disease_Potato,100,30,gini,0.958204334365325,0.9581712201102013,1506,1864
2026-03-14 21:45:41,disease_Potato,100,full,gini,0.958204334365325,0.9581712201102013,1506,1864
2026-03-14 21:45:43,disease_Potato,200,10,gini,0.9628482972136223,0.9628066255114706,1506,1864
2026-03-14 21:45:44,disease_Potato,200,20,gini,0.958204334365325,0.9581712201102013,1506,1864
2026-03-14 21:45:46,disease_Potato,200,30,gini,0.958204334365325,0.9581712201102013,1506,1864
2026-03-14 21:45:47,disease_Potato,200,full,gini,0.958204334365325,0.9581712201102013,1506,1864
2026-03-14 21:45:49,disease_Potato,300,10,gini,0.9613003095975232,0.9612612693365885,1506,1864
2026-03-14 21:45:51,disease_Potato,300,20,gini,0.9566563467492261,0.9566324837413055,1506,1864
2026-03-14 21:45:53,disease_Potato,300,30,gini,0.9566563467492261,0.9566324837413055,1506,1864
2026-03-14 21:45:56,disease_Potato,300,full,gini,0.9566563467492261,0.9566324837413055,1506,1864
2026-03-14 21:45:56,disease_Raspberry,50,10,gini,1.0,1.0,260,1864
